product_id,product_name,category,production_costs
1669,Product 1669,Electronics,27.96
1670,Product 1670,Food,29.6
1671,Product 1671,Food,32.22
1672,Product 1672,Electronics,23.41
1673,Product 1673,Electronics,25.67
1674,Product 1674,Clothing,23.6
1675,Product 1675,Books,31.87
1676,Product 1676,Books,29.18
1677,Product 1677,Food,33.61
1678,Product 1678,Clothing,20.83
1679,Product 1679,Electronics,26.82
1680,Product 1680,Books,35.94
1681,Product 1681,Food,33.64
1682,Product 1682,Food,26.49
1683,Product 1683,Books,27.08
1684,Product 1684,Food,24.63
1685,Product 1685,Electronics,37.4
1686,Product 1686,Food,25.03
1687,Product 1687,Books,27.04
1688,Product 1688,Electronics,24.16
1689,Product 1689,Clothing,19.39
1690,Product 1690,Electronics,28.92
1691,Product 1691,Electronics,22.86
1692,Product 1692,Clothing,29.06
1693,Product 1693,Clothing,26.18
1694,Product 1694,Food,26.85
1695,Product 1695,Clothing,23.56
1696,Product 1696,Books,30.35
1697,Product 1697,Clothing,26.67
1698,Product 1698,Clothing,29.57
1699,Product 1699,Books,23.44
1700,Product 1700,Clothing,29.86
1701,Product 1701,Books,25.69
1702,Product 1702,Food,28.01
1703,Product 1703,Food,27.92
1704,Product 1704,Books,24.14
1705,Product 1705,Food,29.59
1706,Product 1706,Food,34.4
1707,Product 1707,Food,17.18
1708,Product 1708,Food,23.78
1709,Product 1709,Food,32.25
1710,Product 1710,Books,25.63
1711,Product 1711,Food,29.17
1712,Product 1712,Electronics,36.06
1713,Product 1713,Electronics,35.37
1714,Product 1714,Food,31.51
1715,Product 1715,Electronics,25.16
1716,Product 1716,Books,35.23
1717,Product 1717,Food,31.47
1718,Product 1718,Food,29.83
1719,Product 1719,Electronics,29.55
1720,Product 1720,Food,28.75
1721,Product 1721,Books,33.0
1722,Product 1722,Food,27.15
1723,Product 1723,Electronics,28.22
1724,Product 1724,Food,28.08
1725,Product 1725,Electronics,31.22
1726,Product 1726,Food,30.28
1727,Product 1727,Books,34.27
1728,Product 1728,Clothing,26.31
1729,Product 1729,Clothing,25.51
1730,Product 1730,Food,29.46
1731,Product 1731,Food,31.23
1732,Product 1732,Clothing,23.65
1733,Product 1733,Food,24.48
1734,Product 1734,Electronics,30.28
1735,Product 1735,Food,30.82
1736,Product 1736,Clothing,31.39
1737,Product 1737,Books,23.29
1738,Product 1738,Clothing,26.66
1739,Product 1739,Food,28.49
1740,Product 1740,Food,31.88
1741,Product 1741,Food,24.87
1742,Product 1742,Electronics,31.5
1743,Product 1743,Food,26.83
1744,Product 1744,Clothing,20.21
1745,Product 1745,Food,28.79
1746,Product 1746,Books,29.79
1747,Product 1747,Books,37.41
1748,Product 1748,Electronics,23.73
1749,Product 1749,Electronics,28.65
1750,Product 1750,Books,31.37
1751,Product 1751,Clothing,15.72
1752,Product 1752,Clothing,19.86
1753,Product 1753,Books,30.83
1754,Product 1754,Clothing,31.54
1755,Product 1755,Clothing,33.92
1756,Product 1756,Electronics,22.13
1757,Product 1757,Electronics,23.49
1758,Product 1758,Books,37.39
1759,Product 1759,Books,27.23
1760,Product 1760,Clothing,28.36
1761,Product 1761,Clothing,31.62
1762,Product 1762,Books,32.32
1763,Product 1763,Electronics,32.47
1764,Product 1764,Books,26.6
1765,Product 1765,Clothing,27.13
1766,Product 1766,Food,38.93
1767,Product 1767,Books,22.97
1768,Product 1768,Food,22.07
1769,Product 1769,Electronics,28.69
1770,Product 1770,Food,29.75
1771,Product 1771,Clothing,31.87
1772,Product 1772,Food,35.55
1773,Product 1773,Clothing,29.94
1774,Product 1774,Electronics,24.88
1775,Product 1775,Electronics,21.2
1776,Product 1776,Books,29.71
1777,Product 1777,Electronics,24.37
1778,Product 1778,Electronics,31.05
1779,Product 1779,Books,24.63
1780,Product 1780,Food,24.56
1781,Product 1781,Books,31.72
1782,Product 1782,Food,33.63
1783,Product 1783,Clothing,28.54
1784,Product 1784,Electronics,26.25
1785,Product 1785,Books,25.69
1786,Product 1786,Food,25.59
1787,Product 1787,Clothing,26.83
1788,Product 1788,Books,31.95
1789,Product 1789,Electronics,23.28
1790,Product 1790,Food,32.61
1791,Product 1791,Food,31.53
1792,Product 1792,Clothing,29.93
1793,Product 1793,Clothing,25.4
1794,Product 1794,Food,30.95
1795,Product 1795,Clothing,20.63
1796,Product 1796,Food,20.76
1797,Product 1797,Electronics,30.58
1798,Product 1798,Clothing,30.71
1799,Product 1799,Food,36.34
1800,Product 1800,Clothing,20.69
1801,Product 1801,Electronics,28.99
1802,Product 1802,Books,24.44
1803,Product 1803,Food,19.08
1804,Product 1804,Food,34.03
1805,Product 1805,Books,27.22
1806,Product 1806,Clothing,29.28
1807,Product 1807,Electronics,30.84
1808,Product 1808,Clothing,22.35
1809,Product 1809,Books,27.75
1810,Product 1810,Electronics,14.03
1811,Product 1811,Electronics,31.31
1812,Product 1812,Clothing,19.41
1813,Product 1813,Books,23.76
1814,Product 1814,Books,24.55
1815,Product 1815,Clothing,36.66
1816,Product 1816,Electronics,28.59
1817,Product 1817,Food,33.23
1818,Product 1818,Clothing,28.04
1819,Product 1819,Food,31.7
1820,Product 1820,Clothing,31.36
1821,Product 1821,Books,23.59
1822,Product 1822,Books,38.27
1823,Product 1823,Electronics,33.44
1824,Product 1824,Clothing,20.61
1825,Product 1825,Food,28.41
1826,Product 1826,Books,28.87
1827,Product 1827,Clothing,38.35
1828,Product 1828,Electronics,27.93
1829,Product 1829,Food,28.07
1830,Product 1830,Books,20.82
1831,Product 1831,Electronics,27.48
1832,Product 1832,Clothing,23.93
1833,Product 1833,Clothing,25.84
1834,Product 1834,Food,26.98
1835,Product 1835,Food,30.85
1836,Product 1836,Electronics,26.14
1837,Product 1837,Clothing,30.59
1838,Product 1838,Food,27.37
1839,Product 1839,Clothing,29.32
1840,Product 1840,Books,25.46
1841,Product 1841,Food,29.1
1842,Product 1842,Food,23.18
1843,Product 1843,Clothing,26.53
1844,Product 1844,Food,19.57
1845,Product 1845,Clothing,31.87
1846,Product 1846,Clothing,28.42
1847,Product 1847,Electronics,37.66
1848,Product 1848,Clothing,25.41
1849,Product 1849,Electronics,29.0
1850,Product 1850,Food,30.15
1851,Product 1851,Books,26.86
1852,Product 1852,Books,23.5
1853,Product 1853,Electronics,22.1
1854,Product 1854,Books,29.71
1855,Product 1855,Electronics,30.59
1856,Product 1856,Books,29.21
1857,Product 1857,Electronics,21.26
1858,Product 1858,Clothing,28.22
1859,Product 1859,Electronics,28.71
1860,Product 1860,Electronics,17.62
1861,Product 1861,Clothing,30.11
1862,Product 1862,Electronics,34.63
1863,Product 1863,Food,28.16
1864,Product 1864,Clothing,15.37
1865,Product 1865,Books,33.71
1866,Product 1866,Clothing,23.83
1867,Product 1867,Books,20.46
1868,Product 1868,Clothing,28.1
1869,Product 1869,Food,34.75
1870,Product 1870,Clothing,26.29
1871,Product 1871,Clothing,20.78
1872,Product 1872,Electronics,26.32
1873,Product 1873,Books,24.56
1874,Product 1874,Electronics,24.8
1875,Product 1875,Electronics,28.35
1876,Product 1876,Electronics,32.63
1877,Product 1877,Food,35.09
1878,Product 1878,Electronics,25.18
1879,Product 1879,Electronics,36.96
1880,Product 1880,Books,20.69
1881,Product 1881,Books,21.49
1882,Product 1882,Books,26.34
1883,Product 1883,Books,32.16
1884,Product 1884,Clothing,22.77
1885,Product 1885,Electronics,30.31
1886,Product 1886,Books,31.55
1887,Product 1887,Food,24.06
1888,Product 1888,Food,24.75
1889,Product 1889,Electronics,27.17
1890,Product 1890,Electronics,26.09
1891,Product 1891,Food,25.9
1892,Product 1892,Books,18.74
1893,Product 1893,Electronics,34.57
1894,Product 1894,Clothing,34.06
1895,Product 1895,Food,31.67
1896,Product 1896,Food,34.12
1897,Product 1897,Books,33.5
1898,Product 1898,Electronics,25.68
1899,Product 1899,Books,30.19
1900,Product 1900,Clothing,33.43
1901,Product 1901,Electronics,31.86
1902,Product 1902,Food,33.33
1903,Product 1903,Electronics,27.46
1904,Product 1904,Food,35.19
1905,Product 1905,Electronics,19.18
1906,Product 1906,Books,18.04
1907,Product 1907,Books,31.04
1908,Product 1908,Clothing,22.9
1909,Product 1909,Food,16.23
1910,Product 1910,Clothing,19.09
1911,Product 1911,Books,27.23
1912,Product 1912,Food,32.35
1913,Product 1913,Books,32.95
1914,Product 1914,Books,28.74
1915,Product 1915,Food,36.37
1916,Product 1916,Books,29.44
1917,Product 1917,Clothing,24.07
1918,Product 1918,Clothing,31.18
1919,Product 1919,Food,24.83
1920,Product 1920,Food,28.95
1921,Product 1921,Clothing,28.91
1922,Product 1922,Books,27.23
1923,Product 1923,Clothing,37.55
1924,Product 1924,Clothing,27.28
1925,Product 1925,Books,26.45
1926,Product 1926,Books,29.94
1927,Product 1927,Clothing,27.13
1928,Product 1928,Clothing,29.16
1929,Product 1929,Books,34.01
1930,Product 1930,Electronics,28.29
1931,Product 1931,Clothing,36.44
1932,Product 1932,Food,17.2
1933,Product 1933,Books,21.06
1934,Product 1934,Food,31.81
1935,Product 1935,Books,31.97
1936,Product 1936,Books,25.99
1937,Product 1937,Books,37.08
1938,Product 1938,Books,28.55
1939,Product 1939,Clothing,31.77
1940,Product 1940,Electronics,27.22
1941,Product 1941,Electronics,33.26
1942,Product 1942,Electronics,20.68
1943,Product 1943,Clothing,19.91
1944,Product 1944,Electronics,25.34
1945,Product 1945,Electronics,29.52
1946,Product 1946,Clothing,26.13
1947,Product 1947,Clothing,24.77
1948,Product 1948,Books,20.39
1949,Product 1949,Clothing,30.49
1950,Product 1950,Clothing,31.16
1951,Product 1951,Books,29.11
1952,Product 1952,Books,22.62
1953,Product 1953,Books,27.34
1954,Product 1954,Books,24.98
1955,Product 1955,Electronics,33.11
1956,Product 1956,Clothing,27.35
1957,Product 1957,Food,26.94
1958,Product 1958,Books,29.54
1959,Product 1959,Food,30.75
1960,Product 1960,Clothing,29.74
1961,Product 1961,Food,18.11
1962,Product 1962,Food,33.34
1963,Product 1963,Electronics,33.29
1964,Product 1964,Clothing,23.16
1965,Product 1965,Electronics,30.98
1966,Product 1966,Electronics,24.52
1967,Product 1967,Clothing,25.62
1968,Product 1968,Clothing,29.21
1969,Product 1969,Food,32.53
1970,Product 1970,Food,25.47
1971,Product 1971,Electronics,28.31
1972,Product 1972,Clothing,31.53
1973,Product 1973,Clothing,32.73
1974,Product 1974,Clothing,19.4
1975,Product 1975,Food,23.17
1976,Product 1976,Electronics,24.2
1977,Product 1977,Food,27.06
1978,Product 1978,Electronics,31.14
1979,Product 1979,Clothing,44.05
1980,Product 1980,Food,26.02
1981,Product 1981,Books,31.48
1982,Product 1982,Clothing,29.55
1983,Product 1983,Clothing,24.65
1984,Product 1984,Clothing,36.99
1985,Product 1985,Clothing,31.3
1986,Product 1986,Electronics,22.6
1987,Product 1987,Food,22.08
1988,Product 1988,Clothing,26.16
1989,Product 1989,Electronics,36.81
1990,Product 1990,Food,31.65
1991,Product 1991,Books,24.75
1992,Product 1992,Books,32.44
1993,Product 1993,Food,25.54
1994,Product 1994,Food,21.24
1995,Product 1995,Electronics,31.18
1996,Product 1996,Food,28.58
1997,Product 1997,Clothing,39.77
1998,Product 1998,Clothing,31.26
1999,Product 1999,Electronics,24.25
2000,Product 2000,Books,20.11
2001,Product 2001,Clothing,26.88
2002,Product 2002,Books,33.67
2003,Product 2003,Books,29.53
2004,Product 2004,Electronics,27.71
2005,Product 2005,Clothing,26.26
2006,Product 2006,Clothing,29.53
2007,Product 2007,Clothing,30.94
2008,Product 2008,Food,33.69
2009,Product 2009,Clothing,24.01
2010,Product 2010,Electronics,23.81
2011,Product 2011,Books,27.37
2012,Product 2012,Books,32.23
2013,Product 2013,Electronics,28.57
2014,Product 2014,Food,29.92
2015,Product 2015,Electronics,25.56
2016,Product 2016,Food,31.13
2017,Product 2017,Food,25.58
2018,Product 2018,Food,25.61
2019,Product 2019,Clothing,18.19
2020,Product 2020,Electronics,30.3
2021,Product 2021,Electronics,30.72
2022,Product 2022,Books,28.6
2023,Product 2023,Electronics,34.03
2024,Product 2024,Books,23.58
2025,Product 2025,Clothing,20.59
2026,Product 2026,Clothing,32.35
2027,Product 2027,Books,34.84
2028,Product 2028,Clothing,23.85
2029,Product 2029,Electronics,22.87
2030,Product 2030,Electronics,24.22
2031,Product 2031,Clothing,28.17
2032,Product 2032,Electronics,24.16
2033,Product 2033,Food,31.02
2034,Product 2034,Clothing,31.23
2035,Product 2035,Books,29.59
2036,Product 2036,Electronics,29.99
2037,Product 2037,Clothing,30.27
2038,Product 2038,Clothing,20.81
2039,Product 2039,Food,20.97
2040,Product 2040,Books,29.01
2041,Product 2041,Clothing,29.38
2042,Product 2042,Electronics,21.58
2043,Product 2043,Food,30.04
2044,Product 2044,Books,23.37
2045,Product 2045,Food,32.38
2046,Product 2046,Books,32.42
2047,Product 2047,Electronics,33.64
2048,Product 2048,Clothing,31.53
2049,Product 2049,Food,15.19
2050,Product 2050,Books,29.41
2051,Product 2051,Books,27.19
2052,Product 2052,Clothing,27.45
2053,Product 2053,Electronics,33.12
2054,Product 2054,Food,22.77
2055,Product 2055,Food,28.76
2056,Product 2056,Books,28.4
2057,Product 2057,Clothing,24.31
2058,Product 2058,Clothing,29.47
2059,Product 2059,Food,28.8
2060,Product 2060,Clothing,21.96
2061,Product 2061,Electronics,31.05
2062,Product 2062,Clothing,30.51
2063,Product 2063,Electronics,24.97
2064,Product 2064,Food,30.24
2065,Product 2065,Clothing,29.34
2066,Product 2066,Books,26.25
2067,Product 2067,Books,33.52
2068,Product 2068,Electronics,29.17
2069,Product 2069,Clothing,19.13
2070,Product 2070,Food,34.45
2071,Product 2071,Electronics,33.71
2072,Product 2072,Electronics,24.99
2073,Product 2073,Electronics,30.92
2074,Product 2074,Books,30.56
2075,Product 2075,Electronics,26.19
2076,Product 2076,Food,32.43
2077,Product 2077,Electronics,32.1
2078,Product 2078,Clothing,29.07
2079,Product 2079,Electronics,26.57
2080,Product 2080,Food,25.65
2081,Product 2081,Books,31.96
2082,Product 2082,Food,28.79
2083,Product 2083,Electronics,29.33
2084,Product 2084,Clothing,25.92
2085,Product 2085,Electronics,33.24
2086,Product 2086,Clothing,28.51
2087,Product 2087,Books,25.14
2088,Product 2088,Clothing,28.36
2089,Product 2089,Clothing,30.78
2090,Product 2090,Books,28.89
2091,Product 2091,Food,28.07
2092,Product 2092,Books,29.22
2093,Product 2093,Electronics,32.69
2094,Product 2094,Electronics,33.2
2095,Product 2095,Electronics,21.8
2096,Product 2096,Clothing,22.03
2097,Product 2097,Clothing,32.33
2098,Product 2098,Electronics,30.52
2099,Product 2099,Clothing,22.11
2100,Product 2100,Clothing,28.74
2101,Product 2101,Food,22.9
2102,Product 2102,Books,38.05
2103,Product 2103,Electronics,29.06
2104,Product 2104,Books,27.04
2105,Product 2105,Electronics,25.24
2106,Product 2106,Books,43.44
2107,Product 2107,Clothing,29.39
2108,Product 2108,Books,37.72
2109,Product 2109,Food,27.97
2110,Product 2110,Food,29.57
2111,Product 2111,Books,24.98
2112,Product 2112,Food,28.01
2113,Product 2113,Clothing,22.12
2114,Product 2114,Clothing,39.88
2115,Product 2115,Clothing,25.66
2116,Product 2116,Clothing,28.86
2117,Product 2117,Books,31.73
2118,Product 2118,Food,25.45
2119,Product 2119,Clothing,29.31
2120,Product 2120,Electronics,28.95
2121,Product 2121,Electronics,24.92
2122,Product 2122,Electronics,30.57
2123,Product 2123,Food,34.07
2124,Product 2124,Books,27.24
2125,Product 2125,Electronics,29.0
2126,Product 2126,Clothing,26.16
2127,Product 2127,Clothing,29.59
2128,Product 2128,Food,32.76
2129,Product 2129,Books,29.65
2130,Product 2130,Food,18.8
2131,Product 2131,Books,43.37
2132,Product 2132,Electronics,26.8
2133,Product 2133,Electronics,32.49
2134,Product 2134,Electronics,28.73
2135,Product 2135,Electronics,30.45
2136,Product 2136,Food,31.27
2137,Product 2137,Electronics,29.51
2138,Product 2138,Clothing,25.06
2139,Product 2139,Electronics,28.11
2140,Product 2140,Clothing,28.81
2141,Product 2141,Food,33.54
2142,Product 2142,Food,20.66
2143,Product 2143,Clothing,28.25
2144,Product 2144,Clothing,26.09
2145,Product 2145,Electronics,26.72
2146,Product 2146,Food,23.74
2147,Product 2147,Clothing,28.25
2148,Product 2148,Food,36.42
2149,Product 2149,Books,28.15
2150,Product 2150,Electronics,28.4
2151,Product 2151,Electronics,28.51
2152,Product 2152,Clothing,25.34
2153,Product 2153,Food,27.07
2154,Product 2154,Electronics,24.05
2155,Product 2155,Electronics,27.57
2156,Product 2156,Food,30.38
2157,Product 2157,Food,30.45
2158,Product 2158,Food,27.55
2159,Product 2159,Food,27.21
2160,Product 2160,Clothing,32.6
2161,Product 2161,Clothing,22.51
2162,Product 2162,Food,29.86
2163,Product 2163,Electronics,25.85
2164,Product 2164,Food,33.91
2165,Product 2165,Clothing,27.85
2166,Product 2166,Food,34.1
2167,Product 2167,Electronics,39.4
2168,Product 2168,Food,30.81
2169,Product 2169,Clothing,21.89
2170,Product 2170,Books,36.5
2171,Product 2171,Books,24.2
2172,Product 2172,Books,30.76
2173,Product 2173,Clothing,34.53
2174,Product 2174,Clothing,30.11
2175,Product 2175,Books,32.12
2176,Product 2176,Clothing,23.72
2177,Product 2177,Books,25.35
2178,Product 2178,Books,29.23
2179,Product 2179,Books,28.18
2180,Product 2180,Clothing,21.35
2181,Product 2181,Food,22.06
2182,Product 2182,Electronics,34.61
2183,Product 2183,Food,22.41
2184,Product 2184,Food,26.99
2185,Product 2185,Books,30.65
2186,Product 2186,Food,20.98
2187,Product 2187,Electronics,34.46
2188,Product 2188,Clothing,26.12
2189,Product 2189,Books,33.46
2190,Product 2190,Food,32.46
2191,Product 2191,Food,30.36
2192,Product 2192,Books,25.68
2193,Product 2193,Electronics,27.84
2194,Product 2194,Electronics,24.85
2195,Product 2195,Food,24.67
2196,Product 2196,Electronics,27.48
2197,Product 2197,Books,27.49
2198,Product 2198,Electronics,26.84
2199,Product 2199,Clothing,25.97
2200,Product 2200,Books,18.47
2201,Product 2201,Clothing,26.21
2202,Product 2202,Electronics,23.66
2203,Product 2203,Clothing,24.89
2204,Product 2204,Food,27.67
2205,Product 2205,Clothing,36.34
2206,Product 2206,Electronics,24.11
2207,Product 2207,Food,23.86
2208,Product 2208,Clothing,30.58
2209,Product 2209,Clothing,28.2
2210,Product 2210,Clothing,31.01
2211,Product 2211,Food,29.5
2212,Product 2212,Electronics,25.69
2213,Product 2213,Books,20.22
2214,Product 2214,Books,34.63
2215,Product 2215,Electronics,35.11
2216,Product 2216,Electronics,34.15
2217,Product 2217,Clothing,22.19
2218,Product 2218,Books,32.94
2219,Product 2219,Electronics,28.64
2220,Product 2220,Electronics,30.32
2221,Product 2221,Electronics,41.85
2222,Product 2222,Electronics,33.12
2223,Product 2223,Food,26.91
2224,Product 2224,Clothing,20.22
2225,Product 2225,Books,30.79
2226,Product 2226,Books,32.82
2227,Product 2227,Electronics,27.85
2228,Product 2228,Electronics,39.35
2229,Product 2229,Clothing,25.1
2230,Product 2230,Electronics,29.68
2231,Product 2231,Clothing,21.41
2232,Product 2232,Books,21.61
2233,Product 2233,Clothing,31.3
2234,Product 2234,Electronics,29.39
2235,Product 2235,Clothing,36.5
2236,Product 2236,Clothing,26.99
2237,Product 2237,Electronics,23.81
2238,Product 2238,Clothing,29.05
2239,Product 2239,Books,30.48
2240,Product 2240,Books,25.06
2241,Product 2241,Clothing,31.9
2242,Product 2242,Food,32.65
2243,Product 2243,Electronics,28.65
2244,Product 2244,Books,25.95
2245,Product 2245,Electronics,21.22
2246,Product 2246,Books,30.57
2247,Product 2247,Food,11.61
2248,Product 2248,Food,32.1
2249,Product 2249,Clothing,31.5
2250,Product 2250,Electronics,28.47
2251,Product 2251,Food,25.36
2252,Product 2252,Books,21.58
2253,Product 2253,Electronics,21.25
2254,Product 2254,Books,33.77
2255,Product 2255,Electronics,19.08
2256,Product 2256,Electronics,26.27
2257,Product 2257,Food,26.8
2258,Product 2258,Electronics,21.33
2259,Product 2259,Clothing,30.24
2260,Product 2260,Electronics,29.48
2261,Product 2261,Books,31.74
2262,Product 2262,Electronics,27.09
2263,Product 2263,Clothing,26.38
2264,Product 2264,Food,25.96
2265,Product 2265,Clothing,30.32
2266,Product 2266,Books,26.22
2267,Product 2267,Electronics,28.54
2268,Product 2268,Food,28.7
2269,Product 2269,Food,24.77
2270,Product 2270,Clothing,37.14
2271,Product 2271,Food,27.59
2272,Product 2272,Electronics,30.52
2273,Product 2273,Electronics,17.59
2274,Product 2274,Clothing,33.79
2275,Product 2275,Food,21.27
2276,Product 2276,Electronics,28.4
2277,Product 2277,Clothing,32.09
2278,Product 2278,Clothing,35.56
2279,Product 2279,Food,36.57
2280,Product 2280,Clothing,23.08
2281,Product 2281,Books,19.52
2282,Product 2282,Books,29.62
2283,Product 2283,Clothing,25.9
2284,Product 2284,Food,31.95
2285,Product 2285,Books,23.88
2286,Product 2286,Food,32.47
2287,Product 2287,Food,26.49
2288,Product 2288,Books,25.42
2289,Product 2289,Books,35.9
2290,Product 2290,Electronics,31.6
2291,Product 2291,Clothing,32.69
2292,Product 2292,Electronics,24.57
2293,Product 2293,Clothing,27.85
2294,Product 2294,Clothing,32.77
2295,Product 2295,Clothing,27.45
2296,Product 2296,Clothing,29.83
2297,Product 2297,Clothing,27.08
2298,Product 2298,Books,24.95
2299,Product 2299,Electronics,30.19
2300,Product 2300,Electronics,32.74
2301,Product 2301,Food,27.53
2302,Product 2302,Food,30.34
2303,Product 2303,Food,24.88
2304,Product 2304,Food,21.19
2305,Product 2305,Food,32.06
2306,Product 2306,Electronics,24.36
2307,Product 2307,Clothing,29.4
2308,Product 2308,Books,31.27
2309,Product 2309,Electronics,29.52
2310,Product 2310,Clothing,21.64
2311,Product 2311,Clothing,17.21
2312,Product 2312,Electronics,30.34
2313,Product 2313,Clothing,26.82
2314,Product 2314,Food,24.18
2315,Product 2315,Food,24.38
2316,Product 2316,Clothing,29.35
2317,Product 2317,Electronics,30.21
2318,Product 2318,Books,24.48
2319,Product 2319,Clothing,36.36
2320,Product 2320,Electronics,25.47
2321,Product 2321,Clothing,32.8
2322,Product 2322,Food,27.92
2323,Product 2323,Clothing,24.21
2324,Product 2324,Clothing,37.01
2325,Product 2325,Food,28.63
2326,Product 2326,Clothing,32.07
2327,Product 2327,Electronics,30.82
2328,Product 2328,Clothing,26.59
2329,Product 2329,Clothing,28.76
2330,Product 2330,Electronics,26.46
2331,Product 2331,Food,27.87
2332,Product 2332,Clothing,30.28
2333,Product 2333,Food,20.95
2334,Product 2334,Electronics,18.33
2335,Product 2335,Clothing,29.6
2336,Product 2336,Books,27.37
2337,Product 2337,Books,26.68
2338,Product 2338,Books,28.51
2339,Product 2339,Food,25.23
2340,Product 2340,Books,33.86
2341,Product 2341,Electronics,29.35
2342,Product 2342,Clothing,26.63
2343,Product 2343,Books,30.55
2344,Product 2344,Electronics,23.75
2345,Product 2345,Books,24.95
2346,Product 2346,Electronics,23.04
2347,Product 2347,Books,33.85
2348,Product 2348,Food,30.05
2349,Product 2349,Food,33.06
2350,Product 2350,Clothing,29.07
2351,Product 2351,Food,28.38
2352,Product 2352,Food,23.99
2353,Product 2353,Food,21.35
2354,Product 2354,Clothing,35.74
2355,Product 2355,Books,23.15
2356,Product 2356,Books,29.45
2357,Product 2357,Food,27.98
2358,Product 2358,Food,18.39
2359,Product 2359,Clothing,25.05
2360,Product 2360,Clothing,32.21
2361,Product 2361,Food,30.31
2362,Product 2362,Food,25.34
2363,Product 2363,Clothing,30.07
2364,Product 2364,Books,29.92
2365,Product 2365,Books,32.8
2366,Product 2366,Books,32.55
2367,Product 2367,Books,32.63
2368,Product 2368,Clothing,26.94
2369,Product 2369,Clothing,20.55
2370,Product 2370,Electronics,30.23
2371,Product 2371,Clothing,32.92
2372,Product 2372,Books,29.22
2373,Product 2373,Electronics,22.76
2374,Product 2374,Books,23.7
2375,Product 2375,Electronics,39.67
2376,Product 2376,Clothing,26.77
2377,Product 2377,Clothing,29.01
2378,Product 2378,Clothing,28.14
2379,Product 2379,Clothing,25.02
2380,Product 2380,Food,30.54
2381,Product 2381,Clothing,22.75
2382,Product 2382,Electronics,28.22
2383,Product 2383,Electronics,35.09
2384,Product 2384,Books,30.75
2385,Product 2385,Clothing,32.24
2386,Product 2386,Electronics,29.86
2387,Product 2387,Books,30.61
2388,Product 2388,Books,31.7
2389,Product 2389,Food,35.75
2390,Product 2390,Clothing,26.14
2391,Product 2391,Clothing,25.04
2392,Product 2392,Food,22.24
2393,Product 2393,Food,24.11
2394,Product 2394,Electronics,25.24
2395,Product 2395,Food,27.86
2396,Product 2396,Clothing,25.18
2397,Product 2397,Electronics,29.92
2398,Product 2398,Books,29.34
2399,Product 2399,Clothing,32.03
2400,Product 2400,Electronics,29.5
2401,Product 2401,Food,26.65
2402,Product 2402,Clothing,32.23
2403,Product 2403,Books,27.99
2404,Product 2404,Clothing,35.33
2405,Product 2405,Books,31.74
2406,Product 2406,Electronics,35.73
2407,Product 2407,Clothing,34.52
2408,Product 2408,Electronics,31.55
2409,Product 2409,Electronics,20.16
2410,Product 2410,Books,29.47
2411,Product 2411,Books,31.23
2412,Product 2412,Clothing,24.98
2413,Product 2413,Clothing,20.99
2414,Product 2414,Books,24.9
2415,Product 2415,Books,20.62
2416,Product 2416,Electronics,30.49
2417,Product 2417,Electronics,31.64
2418,Product 2418,Books,27.79
2419,Product 2419,Clothing,30.46
2420,Product 2420,Books,24.83
2421,Product 2421,Food,37.22
2422,Product 2422,Food,30.5
2423,Product 2423,Books,23.67
2424,Product 2424,Clothing,30.71
2425,Product 2425,Food,28.15
2426,Product 2426,Clothing,35.88
2427,Product 2427,Books,16.77
2428,Product 2428,Clothing,24.62
2429,Product 2429,Clothing,27.71
2430,Product 2430,Clothing,28.49
2431,Product 2431,Books,34.05
2432,Product 2432,Clothing,25.28
2433,Product 2433,Books,28.73
2434,Product 2434,Electronics,25.15
2435,Product 2435,Electronics,38.37
2436,Product 2436,Clothing,28.91
2437,Product 2437,Books,26.93
2438,Product 2438,Electronics,25.41
2439,Product 2439,Food,29.31
2440,Product 2440,Food,22.72
2441,Product 2441,Food,23.93
2442,Product 2442,Food,26.22
2443,Product 2443,Food,32.89
2444,Product 2444,Food,35.46
2445,Product 2445,Electronics,32.04
2446,Product 2446,Books,28.41
2447,Product 2447,Books,23.93
2448,Product 2448,Food,27.36
2449,Product 2449,Clothing,21.92
2450,Product 2450,Books,28.76
2451,Product 2451,Books,19.81
2452,Product 2452,Clothing,32.75
2453,Product 2453,Books,27.37
2454,Product 2454,Clothing,21.48
2455,Product 2455,Clothing,19.65
2456,Product 2456,Food,31.18
2457,Product 2457,Food,34.52
2458,Product 2458,Food,26.36
2459,Product 2459,Food,34.15
2460,Product 2460,Books,33.41
2461,Product 2461,Books,33.85
2462,Product 2462,Electronics,32.29
2463,Product 2463,Food,23.66
2464,Product 2464,Food,29.3
2465,Product 2465,Clothing,27.16
2466,Product 2466,Clothing,25.85
2467,Product 2467,Clothing,26.28
2468,Product 2468,Books,30.05
2469,Product 2469,Books,29.73
2470,Product 2470,Food,25.71
2471,Product 2471,Electronics,22.94
2472,Product 2472,Food,27.75
2473,Product 2473,Electronics,24.76
2474,Product 2474,Food,27.81
2475,Product 2475,Food,25.15
2476,Product 2476,Books,31.75
2477,Product 2477,Clothing,22.2
2478,Product 2478,Food,18.98
2479,Product 2479,Electronics,32.45
2480,Product 2480,Electronics,22.59
2481,Product 2481,Food,34.33
2482,Product 2482,Electronics,21.45
2483,Product 2483,Electronics,27.45
2484,Product 2484,Electronics,31.01
2485,Product 2485,Electronics,29.61
2486,Product 2486,Clothing,36.85
2487,Product 2487,Clothing,21.58
2488,Product 2488,Electronics,23.94
